Price,Close,High,Low,Open,Volume
Date,,,,,
3/10/2015,170.21592712402344,171.7355654536372,170.17440445843954,171.65253279340791,157121300
3/11/2015,169.81735229492188,170.64775499563052,169.73430695647514,170.47336485326827,110145700
3/12/2015,171.97634887695312,172.04276992114447,170.39857665229474,170.448398770906,93993500
3/13/2015,170.9217987060547,172.66563686984932,169.88379527369824,171.70237931453718,162410900
3/16/2015,173.20541381835938,173.29675863123194,170.94671723727524,171.65256467046686,136099200
3/17/2015,172.69049072265625,173.07246873545256,171.8766872379533,172.46627852414133,94510400
3/18/2015,174.7665557861328,175.43917993796543,171.57779982527737,172.21721344470942,228808500
3/19/2015,173.9693603515625,174.7748519597055,173.57907008077407,174.35135115714198,117917300
3/20/2015,175.50498962402344,176.01379694747334,174.73761038214025,174.921115497319,177715100
3/23/2015,175.16294860839844,176.08881041728557,175.16294860839844,175.5132729783155,71784500
3/24/2015,174.17872619628906,175.49660781161333,174.1119959188361,175.0378578363101,77805300
3/25/2015,171.62632751464844,174.62078961866382,171.58463223103246,174.3872400294228,159521700
3/26/2015,171.21763610839844,172.1351487904997,170.25840268427095,170.959064236829,153067200
3/27/2015,171.609619140625,171.78477493272464,170.9089577897401,171.10081205584314,118939000
3/30/2015,173.70326232910156,174.00354218724578,172.62726692845854,172.64393995071808,96180400
3/31/2015,172.1851806640625,173.5781544274123,172.1267996300139,172.87749292634174,126768700
4/1/2015,171.57626342773438,172.1768230823013,170.58367142289472,172.15180082398572,137303600
4/2/2015,172.19354248046875,172.64395594566557,171.32606159768352,171.50956667952272,86900900
4/6/2015,173.3529052734375,173.87004887095893,171.1675433845612,171.30099117497303,114368200
4/7/2015,172.89419555664062,174.12867390596068,172.86083678071282,173.37798053634026,81236300
4/8/2015,173.47808837890625,173.9201653909475,172.7273949279874,173.11942740696747,89351900
4/9/2015,174.24545288085938,174.4790025004388,172.8191328989635,173.3112544025416,85548900
4/10/2015,175.1963653564453,175.23807337970146,174.2955382371217,174.49571638474836,72722900
4/13/2015,174.4039306640625,175.6884662621051,174.35388613667112,175.05453497514927,74436600
4/14/2015,174.737548828125,174.92105387866124,173.57813749655347,174.20371942497331,75099900
4/15/2015,175.52163696289062,176.03044421187548,175.12126800995975,175.2046840419243,99529300
4/16/2015,175.47158813476562,175.98039537128213,174.98780316172542,175.1879939970349,68934900
4/17/2015,173.4530487060547,174.5207077292204,172.66898382677687,174.27882160119827,191113200
4/20/2015,175.03785705566406,175.3714957139419,174.29550022262177,174.37890352344175,92189500
4/21/2015,174.829345703125,175.88031902757646,174.52906579221028,175.72183619577424,72559800
4/22/2015,175.6884766,175.87198165869333,174.24545805811607,175.17132005163694,78264600
4/23/2015,176.13058471679688,176.78118918115263,175.17135104832195,175.28812588224474,102585900
4/24/2015,176.53927612304688,176.80619728062217,176.08886257901523,176.54762536390942,61327400
4/27/2015,175.80523681640625,177.23155672256055,175.61338249604708,177.10644540710808,79358100
4/28/2015,176.36407470703125,176.41411922927816,174.6041035521924,175.78020073498715,86863500
4/29/2015,175.63841247558594,176.23895950012295,174.82932538541286,175.47158042307709,125684900
4/30/2015,173.8784637451172,175.45493011644547,173.17780212535993,175.06289765178974,161304900
5/1/2015,175.76353454589844,175.8052425615786,174.56241496830697,174.6625040239398,103399700
5/4/2015,176.2640380859375,176.84791223163398,176.08053296478977,176.1889585527394,70927200
5/5/2015,174.24545288085938,176.38078368879954,174.1036558066504,176.02211001962414,113326200
5/6/2015,173.52810668945312,175.10457288015732,172.4604477204841,174.79595648791593,135060200
5/7/2015,174.22044372558594,174.6458477077219,173.0944035594923,173.42804226185322,88244900
5/8/2015,176.51422119140625,176.7144120225423,175.81357237367857,175.89698840185997,155877300
5/11/2015,175.6718292236328,176.7394885290383,175.59676241172997,176.47258006643835,75708100
5/12/2015,175.146240234375,175.68841883224385,174.01185125225211,174.83762391377772,119727600
5/13/2015,175.17962646484375,176.18055500915187,174.94607689542175,175.5549730780222,94667900
5/14/2015,177.00634765625,177.09810019223923,175.92200297478595,176.19726058275364,95934000
5/15/2015,177.1981964111328,177.33999347658244,176.7144114497464,177.1981964111328,76510100
5/18/2015,177.74871826171875,177.9989408997625,176.96465338918333,177.03138366849478,74549700
5/19/2015,177.69029235839844,178.1407184804143,177.40669826823859,177.8654609008484,72114600
5/20/2015,177.5652313232422,178.31592476909552,177.24826564599266,177.79043172049776,76857500
5/21/2015,178.0823516845703,178.29087902846325,177.25657882085463,177.4234108779682,64764600
5/22/2015,177.65696716308594,178.1157171548957,177.5902368832319,177.69866245143265,57433500
5/26/2015,175.74685668945312,177.5902441543336,175.32980196891455,177.16484019378424,124308600
5/27/2015,177.41500854492188,177.6485580819894,175.79683480417185,176.20555285778758,93214000
5/28/2015,177.2148438,177.32326928978387,176.52253159639707,177.10640548271996,74974600
5/29/2015,176.11383056640625,177.18982592343252,175.84692221859632,177.148130641976,124919600
6/1/2015,176.47254943847656,177.114804576626,175.6801352475768,176.78116587440553,93338800
6/2/2015,176.29737854003906,176.98969092921308,175.38820227000954,176.0137843741125,91531000
6/3/2015,176.7644805908203,177.39006270477174,176.272359049112,176.83121087694187,87820900
6/4/2015,175.2713623046875,176.71436759142017,174.95439675029118,176.05542695346,151882800
6/5/2015,174.97116088867188,175.64678757627044,174.31220722798827,175.12129449591535,121704700
6/8/2015,173.89512634277344,175.01284262577803,173.82005955042598,174.86269631358357,89063300
6/9/2015,173.87010192871094,174.41228067534843,173.23618336644952,173.87010192871094,105034700
6/10/2015,175.95538330078125,176.33907924214358,174.579107819862,174.6374888621889,134551300
6/11/2015,176.5225067138672,176.90618975901154,176.16383319515117,176.3973827167593,73876400
6/12/2015,175.1713409423828,176.39748299158478,174.89608326526587,175.69683402846982,135382400
6/15/2015,174.42062377929688,174.70421793148694,173.31959322020614,174.02859132818122,124384200
6/16/2015,175.37149047851562,175.4549065043443,174.09530419382784,174.27046002957007,85308200
6/17/2015,175.6551055908203,176.26401465162957,174.62915453353233,175.6551055908203,126708600
6/18/2015,177.48179626464844,177.94889549001374,175.68846615422828,176.2556544343149,165867900
6/19/2015,176.69390869140625,177.3141566139647,176.31673625838624,177.23872468524232,130478700
6/22/2015,177.59915161132812,178.18586577668012,177.38960992445885,177.61591852731235,70696000
6/23/2015,177.72483825683594,178.06011256674546,177.33091172547898,177.8086600316651,68476800
6/24/2015,176.43411254882812,177.83384957921308,176.40896856781723,177.45667707463926,92307300
6/25/2015,175.897705078125,177.0627565504783,175.82227312704163,176.937036632006,97107400
6/26/2015,175.8640899658203,176.50109186105522,175.31089704160306,176.2580164294726,104174800
6/29/2015,172.1761932373047,175.87251126608828,172.10076130759276,174.3805756389916,202621300
6/30/2015,172.53663635253906,173.76874253924814,172.05887515020245,173.7184417894679,182925100
7/1/2015,173.9195556640625,174.36378290357,173.13167707643595,174.1123303856925,135979900
7/2/2015,173.76034545898438,174.5649911596692,173.3412620874507,174.39736036893765,104373700
7/6/2015,173.2658233642578,174.045312265866,172.2684029327651,172.4695675474103,117975400
7/7/2015,174.35545349121094,174.48117338980393,171.07821838084888,173.46699876939428,173820200
7/8/2015,171.43020629882812,173.29931415537314,171.1955206840784,173.0143405930923,164020100
7/9/2015,171.74041748046875,173.79393691337006,171.63146446454434,173.5340943937626,144113100
7/10/2015,173.9027862548828,174.3218695155246,171.78222597918787,173.74353256953395,129456900
7/13/2015,175.8222656,175.93121861988985,175.12658559717588,175.16849649801566,106069400
7/14/2015,176.58493041992188,176.89506075392575,175.72161985841714,175.78029765842578,81709600
7/15/2015,176.52627563476562,177.08784574588702,176.04851451355927,176.62685153842682,97914100
7/16/2015,177.9427947998047,177.9427947998047,177.33931374643913,177.58237646460157,106683300
7/17/2015,178.09365844726562,178.1523362557131,177.52371122502208,177.93440472651847,89030000
7/20/2015,178.1858673095703,178.68038262537763,177.86737263958764,178.31997705977864,70446800
7/21/2015,177.48179626464844,178.31158589033262,177.18005574525498,178.05174347383124,77965000
7/22/2015,177.163330078125,177.49860450518213,176.76101355506816,176.79453460306803,88667900
7/23/2015,176.16587829589844,177.39798442000836,175.8054727386166,177.29740850437798,90509100
7/24/2015,174.3386688232422,176.32511975520399,174.00340726819167,176.26645473830396,117755000
7/27/2015,173.32447814941406,173.96149299680633,172.88025084236855,173.45021082217173,132361100
7/28/2015,175.45346069335938,175.59594751699711,173.33289967728547,174.16267663784706,123544800
7/29/2015,176.66043090820312,176.88672674977886,175.43670167741928,175.57918850747438,105791300
7/30/2015,176.70233154296875,176.8699623456825,175.52889034515178,176.14913838354406,91304400
7/31/2015,176.43411254882812,177.23036845613078,176.14913890443106,177.20522447511988,103266900
8/3/2015,175.83901977539062,176.45926785542608,174.88351006741843,176.40060282577224,113965700
8/4/2015,175.49534606933594,176.2245469987891,175.00920785323092,175.7635527602922,81820800
8/5/2015,176.07366943359375,177.11298786562134,175.78868306052732,176.39216405498556,85786800
8/6/2015,174.63198852539062,176.366986461691,174.04526176693219,176.25802072836493,116030800
8/7/2015,174.2967529296875,174.6236374127741,173.39153140973815,174.47277355415326,117858000
8/10/2015,176.49278259277344,176.57659159598262,175.41154029927264,175.41154029927264,80270700
8/11/2015,174.9002685546875,175.5708045676496,174.13753368007548,175.1517211582246,126081400
8/12/2015,175.10977172851562,175.2941694112409,172.12590055628195,173.5926921665188,172123700
8/13/2015,174.89181518554688,175.6377828172819,174.34699931735068,174.95048018677733,89383300
8/14/2015,175.52883911132812,175.60427103212047,174.55656283420444,174.6990496143922,72786500
8/17/2015,176.50950622558594,176.50950622558594,174.47276746879456,174.93376166973735,79072600
8/18/2015,175.99822998046875,176.58494407890225,175.76354434109535,176.23291561984217,71692700
8/19/2015,174.6068572998047,176.02334798941226,173.79383474426902,175.25223631816934,172946000
8/20/2015,170.96092224121094,174.58179699318703,170.90224441290064,173.08986077180342,194327900
8/21/2015,165.81451416015625,170.93571303467735,165.55468453829255,169.08335906329378,346588500
8/24/2015,158.83255004882812,165.5211150661568,152.8815628468037,157.14784000605826,507244300
8/25/2015,156.9634552001953,163.81965151893343,156.67009178856725,163.8028846067072,369833100
8/26/2015,162.98989868164062,163.26648243214422,157.88545386603704,160.99505788498155,339257000
8/27/2015,167.0214844,167.1472042661069,163.61852956867585,165.13560927194172,274143900
8/28/2015,167.0298309326172,167.49920215957198,165.8899239002669,166.37606203944344,160414400
8/31/2015,165.680419921875,166.90414900409783,165.12722679746977,166.04921533814516,163298800
9/1/2015,160.73524475097656,163.24974505608074,159.86354414980423,161.8667622146275,256000400
9/2/2015,163.78619384765625,163.82810474973238,161.280070260679,163.1240348473237,160269300
9/3/2015,163.90345764160156,165.99887384057524,163.4089424881011,164.498548680043,152087800
9/4/2015,161.4225311279297,162.4870064802437,160.60113129490634,161.64046266790194,207081000
9/8/2015,165.47923278808594,165.63010943304118,163.5849807951243,164.23037268580646,116025700
9/9/2015,163.26651000976562,167.18913739634246,162.89772735033293,167.06341748851438,149347700
9/10/2015,164.1549530029297,165.3032372871655,162.813881169681,163.07371079988835,158611100
9/11/2015,164.90093994140625,164.96799481977166,163.04858569611687,163.76103258801518,119691200
9/14/2015,164.28903198242188,165.12719858915932,163.80289381578527,165.0769106390603,79452000
9/15/2015,166.34255981445312,166.786787118012,164.24714317902138,164.79194638847036,113806200
9/16/2015,167.78416442871094,167.9769519327698,166.30061892679893,166.64427026248035,99581600
9/17/2015,167.4070587158203,170.05566898929467,167.02988619718127,167.65013426053747,276046600
9/18/2015,164.67135620117188,167.39270583167965,164.25852756121427,164.890420726112,223657500
9/21/2015,165.52227783203125,166.55014532891687,164.46912278663117,165.5054237516538,105726200
9/22/2015,163.3738250732422,163.837215824986,162.23641257858878,163.34855038277394,153890900
9/23/2015,163.11270141601562,164.01419568659233,162.53135762131944,163.5423841592737,92790600
9/24/2015,162.52288818359375,162.98627899390885,160.5513849425045,161.8909951302269,159378800
9/25/2015,162.4807586669922,164.29218012602328,161.6045265070183,163.98887097155477,155054800
9/28/2015,158.4029998779297,161.68885258680916,158.0912699794399,161.57932030640941,178515900
9/29/2015,158.49562072753906,159.86051843533195,157.49301504758208,158.62200704902003,159045600
9/30/2015,161.4529266357422,161.62142891507816,159.6077964656486,160.39133784971582,163452000
10/1/2015,161.87420654296875,162.17751582145019,159.9279773626716,161.83207775453218,131079000
10/2/2015,164.2921905517578,164.3174652449094,159.33814499969475,159.88579334840537,211003300
10/5/2015,167.2158203,167.44330550235108,165.4128185933113,165.52235088025853,126320800
10/6/2015,166.64291381835938,167.64552002200094,165.977325125469,167.08103015438417,110274500
10/7/2015,168.0077362060547,168.36159479027472,166.38165798534357,167.57804068129641,124307300
10/8/2015,169.52426147460938,169.81071655219876,167.31683982944807,167.6201489868651,153055200
10/9/2015,169.6254119873047,170.10564413377404,168.99351878791342,169.66754077177745,107069200
10/12/2015,169.7854461669922,169.98764370646816,169.27150599433,169.70118862161289,56395600
10/13/2015,168.7154541015625,170.32467824732245,168.5469518496693,169.05245860534882,88038700
10/14/2015,167.90663146972656,169.23782116366917,167.61175573204258,168.65647744574315,99106200
10/15/2015,170.48477172851562,170.49319234213098,168.20152556068481,168.57223825413914,134142200
10/16/2015,171.25987243652344,171.27671366178848,170.12245979217326,170.88915978633827,114580100
10/19/2015,171.3441619873047,171.3441619873047,170.29944008789667,170.6111699635716,76523900
10/20/2015,171.12506103515625,171.74009999461236,170.65324962209965,170.90600940935047,78448500
10/21/2015,170.0635223388672,171.6980085592884,169.89500720678905,171.5463603674976,102038000
10/22/2015,172.93655395507812,173.14718505536948,170.06355551758983,171.01559934889326,174911700
10/23/2015,174.83221435546875,175.2029271075735,173.81276714308143,174.61316266372538,144442300
10/26/2015,174.40249633789062,174.7142261546555,174.0317836607118,174.65525615013965,69033000
10/27/2015,174.0654754638672,174.40247994458977,173.38302017817412,173.72845812724773,77905800
10/28/2015,176.0454559326172,176.07073063400924,173.73694749946822,174.4025360626277,135906700
10/29/2015,175.9443359,176.3150486544722,175.4219750304389,175.53992790803008,90525500
10/30/2015,175.1860809326172,176.45830092168967,175.02601210598075,176.13813755661425,131076900
11/2/2015,177.25865173339844,177.45242868423398,175.38824713066094,175.51463346408258,86270800
11/3/2015,177.77259826660156,178.32866729920184,176.67731428430062,176.90479940780045,95246100
11/4/2015,177.23336791992188,178.19384486738252,176.694153017065,178.06747139636033,96224500
11/5/2015,177.05648803710938,177.75578479437362,176.16341427787353,177.29239382800557,78408700
11/6/2015,176.96380615234375,177.19972479422006,175.63262901258435,176.71105913587115,110471500
11/9/2015,175.31243896484375,176.50040118504046,174.36038249471315,176.34874014234128,131008700
11/10/2015,175.71685791015625,175.75056607991806,174.56260378586373,174.83220486445833,75874600
11/11/2015,175.02597045898438,176.0369968615076,174.9585669846964,175.98644746976618,67846000
11/12/2015,172.58265686035156,174.4530616433617,172.5658156323239,173.98125014060224,121315200
11/13/2015,170.64483642578125,172.43941698696537,170.56059172395422,172.16981594286116,153577100
11/16/2015,173.2398681640625,173.2988510446489,170.34158208495998,170.45954784613278,117645200
11/17/2015,173.11341857910156,174.4361746601543,172.61633247215357,173.5515346872762,121123700
11/18/2015,175.86001586914062,176.0032433941748,173.55150853449067,173.59362444616931,121342500
11/19/2015,175.7084503173828,176.12971247932526,175.4135616616627,175.74214563374179,88220500
11/20/2015,176.34872436523438,177.03116685657776,175.9695910762545,176.46667722971472,94011500
11/23/2015,176.14649963378906,176.91318670671598,175.68310886055013,176.40768001800663,64931200
11/24/2015,176.38247680664062,176.7868848926766,174.74797752003937,175.13553151951933,98874400
11/25/2015,176.35716247558594,176.71102107833963,176.09596918831448,176.50881065280964,51980100
11/27/2015,176.55935668945312,176.76156711113978,175.96959236273963,176.44982443738556,37317800
11/30/2015,175.82635498046875,176.83738132063255,175.71682273451938,176.71942846187838,112822700
12/1/2015,177.50299072265625,177.6209564512809,176.18023442536762,176.45826895162804,97858400
12/2/2015,175.69158935546875,177.77262538249414,175.43882949701498,177.45246203805934,108441300
12/3/2015,173.23141479492188,176.21394503907788,172.5068434121416,175.9443439591062,166224200
12/4/2015,176.6099090576172,176.90479765389327,173.2313918280088,173.2313918280088,192913900
12/7/2015,175.53990173339844,176.7025762517463,174.57099130289473,176.2813142008919,102027100
12/8/2015,174.3603516,175.48933071694523,173.3745999554787,173.97279769438745,103372400
12/9/2015,173.00392150878906,175.8179493386583,172.0265903210586,173.7200722433621,162401500
12/10/2015,173.45042419433594,174.7647596715685,172.8353852299175,173.07129093834916,116128900
12/11/2015,170.0888214111328,171.99292183101588,169.77707865683539,171.32733324516738,211173300
12/14/2015,170.9481201171875,171.07450643490935,168.46267680608162,170.24883648722493,182385200
12/15/2015,172.74276733398438,173.65269517933825,170.9229116432766,172.46473275435667,154069600
12/16/2015,175.27027893066406,175.57358810608002,172.54892982028295,173.87168590758517,197017000
12/17/2015,172.5994873046875,175.64942042687096,172.58263322306897,175.5820169562943,173092500
12/18/2015,169.52462768554688,171.99095450338933,169.36359332672913,171.85535819338259,251393500
12/21/2015,170.92303466796875,171.1010233879605,169.5839227019014,170.70267938206166,99094300
12/22/2015,172.4740447998047,172.77068837905756,170.8213476941015,171.8129659575234,111026200
12/23/2015,174.60983276367188,174.6522122623809,173.38937562233187,173.48260534652886,110987200
12/24/2015,174.32168579101562,174.8725934911412,174.10133047041091,174.35559456797586,48539600
12/28/2015,173.92335510253906,173.9657216752346,172.84697774844173,173.62671149921476,65899900
12/29/2015,175.77947998046875,176.11001947864887,174.9912753818897,175.02517123167766,92640700
12/30/2015,174.5335693359375,175.61843034119659,174.38948936574437,175.53367133171398,63317700
12/31/2015,172.78765869140625,174.49968997185306,172.78765869140625,173.85556540914322,114877900
1/4/2016,170.3721160888672,170.38058681438062,168.3125917374283,169.92292192095275,222353500
1/5/2016,170.66030883789062,171.1179738195279,169.55003575858572,170.69420467888278,110845800
1/6/2016,168.507568359375,169.55850755808032,167.47357061506895,168.10074067044914,152112600
1/7/2016,164.46485900878906,167.33801418987764,164.07498558364367,165.54970732343884,213436100
1/8/2016,162.6595916748047,165.99042479284807,162.37143168095383,165.4310462642589,209817200
1/11/2016,162.8205108642578,163.92231275036377,160.87965471132844,163.5832898218068,187941300
1/12/2016,164.13430786132812,164.8886166037354,161.99850723524926,164.26991712415463,172330500
1/13/2016,160.04071044921875,165.15136701485292,159.6593206774753,164.8038730958015,221168900
1/14/2016,162.66806030273438,163.79528807490556,159.0490801700079,160.6509274394277,240795600
1/15/2016,159.1761932373047,159.98135217332498,157.2353358891122,158.29475894503636,324846400
1/19/2016,159.38807678222656,161.12553316880113,157.81165476826087,160.9984075759048,195244400
1/20/2016,157.34552001953125,158.91347144407737,153.42142549204524,156.82005027899447,286547800
1/21/2016,158.22695922851562,160.07458688783586,156.4895027763919,157.8201443834892,195772900
1/22/2016,161.4730224609375,161.6764234038129,160.08305997751285,160.8458393781153,168319600
1/25/2016,159.0321502685547,161.15946760431888,158.83722000196926,160.96453733773342,130371700
1/26/2016,161.20179748535156,161.48148670298048,159.3541700222635,159.6931802017116,141036800
1/27/2016,159.44741821289062,162.35446898867258,158.54054583268825,160.67634642111452,185681700
1/28/2016,160.27796936035156,161.20178300893429,158.62527225224298,160.9983820924952,143798800
1/29/2016,164.1851348876953,164.32074413134808,160.9305906344845,161.04924548957837,210529300
2/1/2016,164.12582397460938,164.91404149784807,162.5917813716696,163.17658500094745,136061600
2/2/2016,161.1678924560547,162.70193476911385,160.64240989572312,162.69346404145364,182564900
2/3/2016,162.13406372070312,162.54087844434653,158.5744057909078,162.22729344199712,205054900
2/4/2016,162.38836669921875,163.3630307107808,160.99840420553886,161.63405802153412,139531800
2/5/2016,159.29490661621094,162.44775182337142,158.65925254916107,161.87143167680549,180788300
2/8/2016,157.15057373046875,157.74384804344555,154.9300271880085,157.4472173531622,191526700
2/9/2016,157.15904235839844,158.43883364400986,155.26903531074603,155.40464456115956,184513100
2/10/2016,157.0234832763672,159.6254201070894,156.89634472430163,157.98967678296572,148214100
2/11/2016,154.98085021972656,156.03180234138384,153.4807038447789,154.5401266935596,219058900
2/12/2016,158.17611694335938,158.19305840229643,155.91319066376767,156.760729177431,127632400
2/16/2016,160.8458251953125,160.87125031093,159.02362293654295,159.9898161272353,120250700
2/17/2016,163.4732208251953,163.84613981340942,161.8883151252854,162.01545365258227,136009500
2/18/2016,162.80368041992188,163.80378265499522,162.49009528814037,163.7444487476786,102343000
2/19/2016,162.72740173339844,162.87995246496575,161.41371439333915,162.02394318443234,114793000
2/22/2016,165.08352661132812,165.22760658577542,164.24445894934865,164.31226357245492,103640300
2/23/2016,162.99862670898438,164.69370387726045,162.87995889208906,164.4224853227783,111455300
2/24/2016,163.7444610595703,164.02415035992365,160.4560199625829,161.56629350093473,150812200
2/25/2016,165.7276611328125,165.73614479396866,163.43083919888306,164.19361862314082,110728300
2/26/2016,165.34628295898438,166.69386607100247,165.18524857470337,166.6006492510621,129833700
2/29/2016,164.04953002929688,166.3124559970551,163.85459981909108,165.3632171309299,125918100
3/1/2016,167.9058380126953,167.99059702821924,164.80384427122493,165.2784637203747,141799700
3/2/2016,168.6601563,168.71100648923135,167.17696392116832,167.5922624289091,102415000
3/3/2016,169.3212127685547,169.3381671568535,167.90582525721794,168.4821451352865,95172200
3/4/2016,169.8721160888672,170.65186280098837,168.6855674963519,169.5161515111126,129293600
3/7/2016,170.0077667236328,170.41459456788377,168.8720680896945,168.94834346083672,100219000
3/8/2016,168.15162658691406,169.43988867711715,167.99060514149804,168.9313733566446,123974900
3/9/2016,168.98219299316406,169.32967387288193,168.1770212498452,168.96523860582883,94801200
3/10/2016,169.11781311035156,170.4145588097372,167.2871399250045,169.47379063247948,156838700
3/11/2016,171.84690856933594,171.8892880825358,169.10089199478227,170.57560076780948,137964500
3/14/2016,171.62649536132812,172.0841603253658,171.0077960608527,171.33833546054862,73612000
3/15/2016,171.34689331054688,171.65200775251316,170.39765412772465,170.66038904922624,93169100
3/16/2016,172.33851623535156,172.74534412288133,170.82142765189963,170.86380717340242,129303200
3/17/2016,173.4318389892578,173.94035442245266,171.85541657476804,172.25376077693147,134278500
3/18/2016,174.11326599121094,174.45402458808726,173.6191569263652,173.93435927843117,138372400
3/21/2016,174.36036682128906,174.59038609334056,173.61920949914784,173.84922877119934,72926700
3/22/2016,174.26666259765625,174.83744059062724,173.42328023449707,173.58513217351828,97471900
3/23/2016,173.1165771484375,174.0707118598421,172.94618480787767,173.8832906845147,81052500
3/24/2016,173.0398712158203,173.07395487881382,171.86424482471878,172.0857366377417,84360900
3/28/2016,173.1421661376953,173.67034609579045,172.69065494788242,173.45736862893108,62408200
3/29/2016,174.7437286376953,174.85448106800217,172.42653301308934,172.73322105161398,92922900
3/30/2016,175.5104522705078,176.2345677665276,175.14412431442966,175.74898596320978,86365300
3/31/2016,175.08445739746094,175.84265639016868,174.9225925002916,175.41670160776863,94584100
4/1/2016,176.27720642089844,176.4646276510256,173.77258907203026,174.08780459494284,114423500
4/4/2016,175.70635986328125,176.40493199418893,175.39967187882826,176.2004690048505,63497000
4/5/2016,173.95143127441406,175.71487746767957,173.69585578288167,174.3603442614002,99662200
4/6/2016,175.85118103027344,175.91082094284897,173.7725194914488,173.9514262300663,91839800
4/7/2016,173.74697875976562,175.11855388129385,173.01433590604665,174.7607533712139,113859000
4/8/2016,174.21548461914062,175.36556759010773,173.67877749947507,174.93108544595685,95040600
4/11/2016,173.8065948486328,175.55301207436477,173.71288427557084,174.85443998442858,83757500
4/12/2016,175.42527770996094,175.70640952509464,173.5340367711436,173.97703354036454,115350600
4/13/2016,177.1971893310547,177.2823854871072,176.20897111692244,176.34527976696307,96336400
4/14/2016,177.20571899414062,177.70835555952485,176.85644592213328,177.25684449163606,65212900
4/15/2016,177.0098114013672,177.34205569251114,176.68608152826383,177.20574700919272,75761600
4/18/2016,178.25357055664062,178.2876412212569,176.34528836040437,177.00977681284817,82531000
